obstruction_ring_edge_id,site_model_obstruction_id,angle_between_bearing_vector_and_right_vector,angle_between_bearing_vector_and_up_vector,bearing_vector,edge_condition,end_point_x,end_point_y,end_point_z,siding_material,start_point_x,start_point_y,start_point_z,obstruction_ring_winding_direction
0,2,0.0,0.0,,,-320.91888666124333,101.09546116130404,164.15036611355706,None,-320.48285428028413,101.74802973535635,164.15036611355706,
0,2,0.0,0.0,,,-319.7303375347479,103.96487258203604,164.15036611355706,None,-319.67900670299076,104.74802973535635,164.15036611355706,
0,6,0.0,0.0,,,-98.88242940615136,-224.59063642457457,148.68109508953842,None,-99.5409970425808,-224.12335776727335,148.68109508953842,
0,1,0.0,0.0,,,-329.2931729627563,-190.58197278500649,163.26876067438448,None,-328.5892735569468,-190.92909755736756,163.26876067438448,
0,5,0.0,0.0,,,-329.98423378163807,-119.5970177153263,161.82464865809075,None,-330.68074513314264,-119.7471273942808,161.82464865809075,
0,1,0.0,0.0,,,-328.5892735569468,-179.8425431672321,163.26876067438448,None,-329.2931729627563,-180.1896679395932,163.26876067438448,
0,5,0.0,0.0,,,-331.34186914404177,-127.51477226283345,161.82464865809075,None,-330.68074513314264,-127.78043374047591,161.82464865809075,
0,6,0.0,0.0,,,-101.76972097856682,-237.2406873411674,148.68109508953842,None,-100.9937776080554,-237.01714190712585,148.68109508953842,
0,2,0.0,0.0,,,-329.3315752770431,109.50814977710375,164.15036611355706,None,-329.92164739011,108.99067042247565,164.15036611355706,
0,3,0.0,0.0,,,-318.22162863406055,69.07668102369527,159.09324721804813,None,-317.70461723453315,69.52467395156675,159.09324721804813,
0,0,0.0,0.0,,,-512.5846472695154,103.43324862334045,131.4611683064145,None,-512.5148618704204,102.85851415398844,131.4611683064145,
0,1,0.0,0.0,,,-320.74989576768854,-187.68192095649036,163.26876067438448,None,-320.4976180050219,-186.93873463291496,163.26876067438448,
0,1,0.0,0.0,,,-331.0532930045037,-189.03838893635216,163.26876067438448,None,-330.53581364987554,-189.62846104941912,163.26876067438448,
0,2,0.0,0.0,,,-319.88345174525637,103.19511546474124,164.15036611355706,None,-319.7303375347479,103.96487258203604,164.15036611355706,
0,6,0.0,0.0,,,-109.46912786279763,-226.3893888398796,148.68109508953842,None,-109.85973218958895,-227.09613415129903,148.68109508953842,
0,7,0.0,0.0,,,-150.90675978842026,-223.29459465734243,134.40368768138097,None,-151.6555094407998,-275.66926073516936,119.1861620322712,
0,0,0.0,0.0,,,-509.89359461220926,101.04918400444356,131.4611683064145,None,-509.33146230457066,101.18773717437152,131.4611683064145,
0,0,0.0,0.0,,,-512.5148618704204,102.85851415398844,131.4611683064145,None,-512.3095613468714,102.31718116292038,131.4611683064145,
0,1,0.0,0.0,,,-323.99707236856574,-179.8425431672321,163.26876067438448,None,-324.74025869214114,-179.5902654045654,163.26876067438448,
0,5,0.0,0.0,,,-326.18229612995424,-121.12476191732146,161.82464865809075,None,-326.6753048701139,-120.6103658047616,161.82464865809075,
0,2,0.0,0.0,,,-330.4391267447382,108.40059830940868,164.15036611355706,None,-330.8751591256974,107.74802973535635,164.15036611355706,
0,4,0.0,0.0,,,-282.8081965495318,-126.7566637413738,147.6138201810369,None,-283.01533195764915,-126.1419077573261,147.6138201810369,
0,1,0.0,0.0,,,-327.0763301160766,-191.3344895305427,163.26876067438448,None,-326.2931729627563,-191.38582036229985,163.26876067438448,
0,5,0.0,0.0,,,-333.6363129415001,-124.120032226494,161.82464865809075,None,-333.51589929623697,-124.82228683311824,161.82464865809075,
0,2,0.0,0.0,,,-320.91888666124333,108.40059830940868,164.15036611355706,None,-321.4363660158715,108.99067042247565,164.15036611355706,
0,3,0.0,0.0,,,-322.66538739852535,74.72737996516692,159.09324721804813,None,-323.1374732952534,74.23227052597731,159.09324721804813,
0,1,0.0,0.0,,,-326.2931729627563,-191.38582036229985,163.26876067438448,None,-325.51001580943597,-191.3344895305427,163.26876067438448,
0,6,0.0,0.0,,,-96.2165365545958,-231.02667110263351,148.68109508953842,None,-96.17125951481133,-230.2204387136849,148.68109508953842,
0,2,0.0,0.0,,,-329.92164739011,100.50538904823706,164.15036611355706,None,-329.3315752770431,99.98790969360894,164.15036611355706,
0,1,0.0,0.0,,,-331.4893253854629,-188.38582036229985,163.26876067438448,None,-331.0532930045037,-189.03838893635216,163.26876067438448,
0,0,0.0,0.0,,,-512.3095613468714,104.54931608376052,131.4611683064145,None,-512.5148618704204,104.00798309269246,131.4611683064145,
0,6,0.0,0.0,,,-106.49635147877198,-236.70812398688776,148.68109508953842,None,-105.75031622471684,-237.01714190712585,148.68109508953842,
0,1,0.0,0.0,,,-327.0763301160766,-179.43715119405695,163.26876067438448,None,-327.8460872333714,-179.5902654045654,163.26876067438448,
0,0,0.0,0.0,,,-511.0346826281608,101.18773717437152,131.4611683064145,None,-510.4725503205222,101.04918400444356,131.4611683064145,
0,4,0.0,0.0,,,-288.30862974516475,-125.85491349047582,147.6138201810369,None,-288.5810177302104,-126.44367047159896,147.6138201810369,
0,2,0.0,0.0,,,-321.4363660158715,100.50538904823706,164.15036611355706,None,-320.91888666124333,101.09546116130404,164.15036611355706,
0,3,0.0,0.0,,,-316.7755230673281,71.3268652080598,159.09324721804813,None,-316.71049483621834,72.0078716543016,159.09324721804813,
0,3,0.0,0.0,,,-323.5073279073624,70.35897779265257,159.09324721804813,None,-323.1374732952534,69.78347278262588,159.09324721804813,
0,1,0.0,0.0,,,-320.4976180050219,-183.8329060916847,163.26876067438448,None,-320.74989576768854,-183.0897197681093,163.26876067438448,
0,3,0.0,0.0,,,-317.70461723453315,69.52467395156675,159.09324721804813,None,-317.28173212358956,70.06241611432358,159.09324721804813,
0,1,0.0,0.0,,,-332.24184213099915,-184.60266320897952,163.26876067438448,None,-332.2931729627563,-185.38582036229985,163.26876067438448,
0,0,0.0,0.0,,,-508.38546791367133,105.02578729076912,131.4611683064145,None,-508.8188224840586,105.40970593906933,131.4611683064145,
0,5,0.0,0.0,,,-326.6753048701139,-120.6103658047616,161.82464865809075,None,-327.24815549334875,-120.1866876935144,161.82464865809075,
0,1,0.0,0.0,,,-320.3445037945134,-184.60266320897952,163.26876067438448,None,-320.4976180050219,-183.8329060916847,163.26876067438448,
0,2,0.0,0.0,,,-319.67900670299076,104.74802973535635,164.15036611355706,None,-319.7303375347479,105.53118688867666,164.15036611355706,
0,3,0.0,0.0,,,-316.7755230673281,72.68887810054339,159.09324721804813,None,-316.96825747095573,73.34527119947302,159.09324721804813,
0,3,0.0,0.0,,,-316.71049483621834,72.0078716543016,159.09324721804813,None,-316.7755230673281,72.68887810054339,159.09324721804813,
0,0,0.0,0.0,,,-508.38546791367133,101.84070995591176,131.4611683064145,None,-508.05658358586,102.31718116292038,131.4611683064145,
0,1,0.0,0.0,,,-321.09702054004964,-188.38582036229985,163.26876067438448,None,-320.74989576768854,-187.68192095649036,163.26876067438448,
0,1,0.0,0.0,,,-320.2931729627563,-185.38582036229985,163.26876067438448,None,-320.3445037945134,-184.60266320897952,163.26876067438448,
