polygon_exterior_ring_edge_id,mounting_plane_id,angle_between_bearing_vector_and_right_vector,angle_between_bearing_vector_and_up_vector,bearing_vector,edge_condition,end_point_x,end_point_y,end_point_z,siding_material,start_point_x,start_point_y,start_point_z,polygon_exterior_ring_winding_direction
2,5,0.0,0.0,,sharedconcave,448.155926928,23.435327016,0.0,,259.195418412,218.427445368,63.999999996,
14,8,0.0,0.0,,,628.166070828,404.654880672,0.0,,625.150265904,212.678567232,63.999999996,
6,6,0.0,0.0,,sharedconcave,60.5277878039998,-204.504195144,0.0,,178.628105616,-326.37426912,39.999999996,
34,13,0.0,0.0,,sharedconvex,382.510911852,407.851670892,8.091561372,,425.165437752,449.186782128,-5.90843862,
45,0,0.0,0.0,,sharedconvex,-482.675933292,214.106594904,10.54936824,,-385.179874116,308.586849156,-21.450631752,
37,14,0.0,0.0,,wallup,382.22818014,389.853891504,8.091561372,,424.222998708,389.194184184,-5.90843862,
54,2,0.0,0.0,,sharedconvex,-385.179874116,308.586849156,-21.450631752,,-482.675933292,214.106594904,10.54936824,
16,8,0.0,0.0,,sharedconcave,259.195418412,218.427445368,63.999999996,,454.187536776,407.387953884,0.0,
61,4,0.0,0.0,,wallup,-394.732587024,288.0856167,-45.084386256,,-616.705199436,291.57264114,-45.084386256,
59,4,0.0,0.0,,,-614.537589636,429.555616428,-68.08438626,,-392.564977236,426.068591988,-68.08438626,
33,13,0.0,0.0,,,425.165437752,449.186782128,-5.90843862,,341.175800616,450.50619678,-5.90843862,
38,14,0.0,0.0,,sharedconvexpeak,382.510911852,407.851670892,8.091561372,,382.22818014,389.853891504,8.091561372,
42,15,0.0,0.0,,sharedconvexpeak,382.510911852,407.851670892,8.091561372,,382.22818014,389.853891504,8.091561372,
43,15,0.0,0.0,,sharedconvex,341.175800616,450.50619678,-5.90843862,,382.510911852,407.851670892,8.091561372,
57,3,0.0,0.0,,,-625.150265904,312.356605308,-21.450631752,,-628.166070828,120.38029188,-21.450631752,
13,8,0.0,0.0,,sharedconvexpeak,625.150265904,212.678567232,63.999999996,,259.195418412,218.427445368,63.999999996,
41,15,0.0,0.0,,wallup,382.22818014,389.853891504,8.091561372,,340.233361584,390.513598836,-5.90843862,
0,5,0.0,0.0,,,248.73434508,-447.490391856,63.999999996,,440.71065852,-450.50619678,0.0,
22,10,0.0,0.0,,,-49.3437665880001,-322.793000772,39.999999996,,-51.2286446640002,-442.77819666,0.0,
56,3,0.0,0.0,,sharedconvex,-628.166070828,120.38029188,-21.450631752,,-530.670011652,214.860546132,10.54936824,
53,2,0.0,0.0,,sharedconvexpeak,-482.675933292,214.106594904,10.54936824,,-530.670011652,214.860546132,10.54936824,
60,4,0.0,0.0,,,-616.705199436,291.57264114,-45.084386256,,-614.537589636,429.555616428,-68.08438626,
15,8,0.0,0.0,,,454.187536776,407.387953884,0.0,,628.166070828,404.654880672,0.0,
27,11,0.0,0.0,,sharedconvexpeak,178.628105616,-326.37426912,39.999999996,,-49.3437665880001,-322.793000772,39.999999996,
24,10,0.0,0.0,,sharedconcave,56.7580316399998,-444.474586932,0.0,,178.628105616,-326.37426912,39.999999996,
12,7,0.0,0.0,,sharedconvexpeak,262.211223336,410.403758808,63.999999996,,259.195418412,218.427445368,63.999999996,
30,12,0.0,0.0,,,-43.2179128320001,67.1588859000003,-10.5,,-47.741620224,-220.80558426,-10.5,
9,6,0.0,0.0,,sharedconvexpeak,248.73434508,-447.490391856,63.999999996,,262.211223336,410.403758808,63.999999996,
1,5,0.0,0.0,,sharedconvexpeak,259.195418412,218.427445368,63.999999996,,248.73434508,-447.490391856,63.999999996,
10,7,0.0,0.0,,,454.187536776,407.387953884,0.0,,262.211223336,410.403758808,63.999999996,
21,10,0.0,0.0,,,-51.2286446640002,-442.77819666,0.0,,56.7580316399998,-444.474586932,0.0,
47,1,0.0,0.0,,,-628.166070828,120.38029188,-21.450631752,,-388.19567904,116.610535716,-21.450631752,
50,1,0.0,0.0,,sharedconvex,-388.19567904,116.610535716,-21.450631752,,-482.675933292,214.106594904,10.54936824,
25,11,0.0,0.0,,,-47.458888512,-202.807804872,0.0,,60.5277878039998,-204.504195144,0.0,
51,2,0.0,0.0,,,-625.150265904,312.356605308,-21.450631752,,-385.179874116,308.586849156,-21.450631752,
3,5,0.0,0.0,,,440.71065852,-450.50619678,0.0,,448.155926928,23.435327016,0.0,
26,11,0.0,0.0,,,-49.3437665880001,-322.793000772,39.999999996,,-47.458888512,-202.807804872,0.0,
5,6,0.0,0.0,,sharedconcave,178.628105616,-326.37426912,39.999999996,,56.7580316399998,-444.474586932,0.0,
46,0,0.0,0.0,,sharedconvex,-388.19567904,116.610535716,-21.450631752,,-482.675933292,214.106594904,10.54936824,
48,1,0.0,0.0,,sharedconvex,-530.670011652,214.860546132,10.54936824,,-628.166070828,120.38029188,-21.450631752,
55,3,0.0,0.0,,sharedconvex,-530.670011652,214.860546132,10.54936824,,-625.150265904,312.356605308,-21.450631752,
39,14,0.0,0.0,,sharedconvex,425.165437752,449.186782128,-5.90843862,,382.510911852,407.851670892,8.091561372,
19,9,0.0,0.0,,,448.155926928,23.435327016,0.0,,622.13446098,20.7022538040001,0.0,
17,9,0.0,0.0,,sharedconvexpeak,625.150265904,212.678567232,63.999999996,,259.195418412,218.427445368,63.999999996,
18,9,0.0,0.0,,,622.13446098,20.7022538040001,0.0,,625.150265904,212.678567232,63.999999996,
44,0,0.0,0.0,,,-385.179874116,308.586849156,-21.450631752,,-388.19567904,116.610535716,-21.450631752,
40,15,0.0,0.0,,,340.233361584,390.513598836,-5.90843862,,341.175800616,450.50619678,-5.90843862,
23,10,0.0,0.0,,sharedconvexpeak,178.628105616,-326.37426912,39.999999996,,-49.3437665880001,-322.793000772,39.999999996,
58,4,0.0,0.0,,,-392.564977236,426.068591988,-68.08438626,,-394.732587024,288.0856167,-45.084386256,
32,12,0.0,0.0,,wallup,78.2428354679997,-222.784706232,0.0,,82.76654286,65.179763916,0.0,
28,11,0.0,0.0,,sharedconcave,60.5277878039998,-204.504195144,0.0,,178.628105616,-326.37426912,39.999999996,
29,12,0.0,0.0,,wallup,-47.741620224,-220.80558426,-10.5,,78.2428354679997,-222.784706232,0.0,
7,6,0.0,0.0,,,70.2349098959999,413.419563732,0.0,,60.5277878039998,-204.504195144,0.0,
8,6,0.0,0.0,,,262.211223336,410.403758808,63.999999996,,70.2349098959999,413.419563732,0.0,
29,5,0.0,0.0,,wallup,207.658863678,-232.1706156,-109.559476032,,43.227573546,-232.1706156,-109.559476032,
15,1,0.0,0.0,,sharedconvexpeak,26.460235374,-247.423764504,84.697753128,,26.460235374,285.169770744,84.697753128,
5,0,0.0,0.0,,,-158.334862374,-232.1706156,0.0,,-158.334862374,-285.169770744,0.0,
30,5,0.0,0.0,,,207.658863678,-285.169770744,-133.850755464,,207.658863678,-232.1706156,-109.559476032,
32,5,0.0,0.0,,wallup,43.227573546,-232.1706156,-109.559476032,,43.227573546,-285.169770744,-133.850755464,
0,0,0.0,0.0,,,26.460235374,285.169770744,84.697753128,,-158.334862374,285.169770744,0.0,
8,0,0.0,0.0,,transition,-94.8302974979999,-38.106212844,29.1062589,,-94.8302974979999,-247.423764504,29.1062589,
6,0,0.0,0.0,,wallup,-123.892399446,-232.1706156,15.786128844,,-158.334862374,-232.1706156,0.0,
16,2,0.0,0.0,,,59.050057206,-285.169770744,0.0,,-49.6424025779999,-285.169770744,49.817377404,
9,0,0.0,0.0,,wallup,-124.056401634,-53.362607844,15.710961168,,-94.8302974979999,-38.106212844,29.1062589,
17,2,0.0,0.0,,,59.050057206,-232.1706156,0.0,,59.050057206,-285.169770744,0.0,
4,0,0.0,0.0,,,-158.334862374,-285.169770744,0.0,,-49.6424025779999,-285.169770744,49.817377404,
22,3,0.0,0.0,,,-211.25533311,-247.423764504,0.0,,-211.25533311,-38.106212844,0.0,
18,2,0.0,0.0,,wallup,-34.9977719459999,-232.1706156,43.105255032,,59.050057206,-232.1706156,0.0,
2,0,0.0,0.0,,,-49.6424025779999,-247.423764504,49.817377404,,26.460235374,-247.423764504,84.697753128,
7,0,0.0,0.0,,wallup,-94.8302974979999,-247.423764504,29.1062589,,-123.892399446,-232.1706156,15.786128844,
14,1,0.0,0.0,,,26.460235374,285.169770744,84.697753128,,211.25533311,285.169770744,0.0,
13,1,0.0,0.0,,,211.25533311,285.169770744,0.0,,211.25533311,-247.423764504,0.0,
1,0,0.0,0.0,,sharedconvexpeak,26.460235374,-247.423764504,84.697753128,,26.460235374,285.169770744,84.697753128,
19,2,0.0,0.0,,wallup,-49.6424025779999,-247.423764504,49.817377404,,-34.9977719459999,-232.1706156,43.105255032,
21,3,0.0,0.0,,,-211.25533311,-38.106212844,0.0,,-94.8302974979999,-38.106212844,29.1062589,
24,3,0.0,0.0,,transition,-94.8302974979999,-38.106212844,29.1062589,,-94.8302974979999,-247.423764504,29.1062589,
26,4,0.0,0.0,,,-181.202320254,6.98063293200002,-133.301702388,,-144.320588706,6.98063293200002,-116.397575424,
27,4,0.0,0.0,,,-181.202320254,278.305292976,-133.301702388,,-181.202320254,6.98063293200002,-133.301702388,
11,0,0.0,0.0,,,-158.334862374,285.169770744,0.0,,-158.334862374,-53.362607844,0.0,
20,2,0.0,0.0,,sharedconvexpeak,-49.6424025779999,-285.169770744,49.817377404,,-49.6424025779999,-247.423764504,49.817377404,
3,0,0.0,0.0,,sharedconvexpeak,-49.6424025779999,-285.169770744,49.817377404,,-49.6424025779999,-247.423764504,49.817377404,
10,0,0.0,0.0,,wallup,-158.334862374,-53.362607844,0.0,,-124.056401634,-53.362607844,15.710961168,
23,3,0.0,0.0,,,-94.8302974979999,-247.423764504,29.1062589,,-211.25533311,-247.423764504,0.0,
31,5,0.0,0.0,,,43.227573546,-285.169770744,-133.850755464,,207.658863678,-285.169770744,-133.850755464,
28,4,0.0,0.0,,,-144.320588706,278.305292976,-116.397575424,,-181.202320254,278.305292976,-133.301702388,
25,4,0.0,0.0,,wallup,-144.320588706,6.98063293200002,-116.397575424,,-144.320588706,278.305292976,-116.397575424,
12,1,0.0,0.0,,,211.25533311,-247.423764504,0.0,,26.460235374,-247.423764504,84.697753128,
98,10,0.0,0.0,,,-690.664284196238,-177.041508906597,118.11024,,-674.380139509344,-163.28778793479,128.736224592,
132,15,0.0,0.0,,,-78.4245115682525,-186.713423926017,138.000004416,,-195.790913303784,-45.9060790507881,138.000004416,
30,29,0.0,0.0,,,388.444754137541,636.816730379624,118.11024,,570.665088642837,788.997305649168,118.11024,
143,16,0.0,0.0,,wallup,-38.5469673025512,36.492031550356,153.755910432,,-4.87253290464719,64.5216432688662,124.594492176,
163,18,0.0,0.0,,sharedconvexpeak,-297.602148588741,-541.080832058666,234.893708304,,-510.673514837748,-293.907587462038,234.893708304,
0,31,0.0,0.0,,,894.3482725342,103.413018965471,268.456701504,,894.425240325259,140.136158904192,268.456701504,
3,32,0.0,0.0,,sharedconvexpeak,912.746265727316,121.737976842667,274.563000912,,914.20487002839,121.733141126381,274.563000912,
166,19,0.0,0.0,,,-381.745795705205,415.574604584089,236.27953512,,-297.194378757834,488.915984696383,236.22048,
139,15,0.0,0.0,,wallup,-223.971099627464,84.2146978461927,178.870084464,,-199.734703910904,105.145573958084,200.141738688,
90,8,0.0,0.0,,wallup,-670.437508045387,-491.007475293069,108.842523168,,-688.463018485112,-470.801696807779,135.921264192,
53,2,0.0,0.0,,,-420.489806091697,-226.389330614614,236.22048,,-502.315057279156,-131.62685077726,236.22048,
164,18,0.0,0.0,,,-212.427734515232,-467.66223216767,150.771658368,,-297.602148588741,-541.080832058666,234.893708304,
119,13,0.0,0.0,,,-553.395131594621,-273.571433994715,180.00000576,,-530.523979001608,-253.348599615636,191.114179344,
155,17,0.0,0.0,,,-70.827510762191,260.768607236192,144.000004608,,52.6638288916491,112.415694924209,144.000004608,
149,16,0.0,0.0,,wallup,-153.315785967502,151.035481762968,163.551186336,,-155.377415783697,153.419640106249,163.590556416,
135,15,0.0,0.0,,,49.3716651214211,-186.783580711236,203.421266352,,-41.7662689677839,-262.747101680251,124.594492176,
56,3,0.0,0.0,,sharedconcave,-511.648674237932,70.3429747303302,319.259852736,,-520.154871907669,80.1982261737435,325.74804192,
9,33,0.0,0.0,,sharedconvex,932.529827905586,103.335147933265,268.456701504,,914.20487002839,121.733141126381,274.563000912,
93,9,0.0,0.0,,wallup,-308.215395012682,17.2812558806061,240.00000768,,-303.946522729879,20.9706074685821,236.22048,
214,27,0.0,0.0,,sharedconvexpeak,-548.418163756402,-239.241968724892,152.28346944,,-732.865849342313,-395.025670303531,152.28346944,
59,3,0.0,0.0,,,-289.4559277458,27.6695345859545,238.311031248,,-292.331607316294,30.9999823741353,240.00000768,
144,16,0.0,0.0,,sharedconcave,-53.2998882743887,54.0486047273451,153.763784448,,-38.5469673025512,36.492031550356,153.755910432,
100,10,0.0,0.0,,,-639.060753256353,-238.609283530104,117.960633696,,-668.598190046942,-203.166564738115,118.11024,
106,10,0.0,0.0,,wallup,-514.651368302806,-239.315086242606,165.122052528,,-553.395131594621,-273.571433994715,139.342524144,
124,14,0.0,0.0,,sharedconcave,-216.244604083585,41.5992833614765,164.716540704,,-195.790913303784,-45.9060790507881,138.000004416,
33,29,0.0,0.0,,,570.665088642837,788.997305649168,118.11024,,631.112470909755,716.616934485269,157.366146768,
66,4,0.0,0.0,,,-389.967964645518,425.096641267116,245.401582656,,-275.270900807817,292.268854074849,325.74804192,
113,11,0.0,0.0,,,-817.950922786783,-800.873917815346,96.000003072,,-924.53830643643,-681.381103420724,135.921264192,
136,15,0.0,0.0,,sharedconvexpeak,-154.205025409754,58.1023568708339,203.421266352,,49.3716651214211,-186.783580711236,203.421266352,
177,21,0.0,0.0,,sharedconvexpeak,-277.027895176849,294.301079624097,289.582686432,,-111.320269894846,437.568999685925,289.582686432,
194,24,0.0,0.0,,,84.9765401642812,395.551658058206,236.29922016,,-1.21314680658697,321.031903966337,293.106308592,
76,6,0.0,0.0,,,-710.987771737041,-120.888833772217,312.04725408,,-718.896684806277,-111.734082046961,318.078750336,
10,34,0.0,0.0,,,894.425240325259,140.136158904192,268.456701504,,932.606795696644,140.058287871986,268.456701504,
67,4,0.0,0.0,,,-628.904329116377,218.774647126071,245.401582656,,-389.967964645518,425.096641267116,245.401582656,
126,14,0.0,0.0,,wallup,-289.4559277458,27.6695345859545,176.75197416,,-226.105724637274,82.3739545273433,177.236226144,
134,15,0.0,0.0,,,-41.7662689677839,-262.747101680251,124.594492176,,-94.1901836038212,-199.854953393307,124.594492176,
176,21,0.0,0.0,,sharedconcave,-111.320269894846,437.568999685925,289.582686432,,-87.4028337774549,246.512149874468,236.29922016,
181,22,0.0,0.0,,,-570.76819856177,-387.918411153685,226.20079464,,-556.627967198182,-375.729971372613,227.73622776,
28,36,0.0,0.0,,wallup,932.606795696644,140.058287871986,207.248038128,,911.738222184215,140.100524426228,215.933077776,
4,32,0.0,0.0,,sharedconvex,894.3482725342,103.413018965471,268.456701504,,912.746265727316,121.737976842667,274.563000912,
103,10,0.0,0.0,,,-557.715391742169,-334.459028890116,118.11024,,-562.957579267034,-328.715708399625,117.960633696,
169,19,0.0,0.0,,sharedconcave,-297.194378757834,488.915984696383,236.22048,,-111.320269894846,437.568999685925,289.582686432,
91,8,0.0,0.0,,,-657.522461647626,-479.488818180975,108.842523168,,-670.437508045387,-491.007475293069,108.842523168,
38,0,0.0,0.0,,sharedconvexpeak,-617.367355193678,-24.0656689500083,318.078750336,,-718.896684806277,-111.734082046961,318.078750336,
37,30,0.0,0.0,,,691.559853176673,644.236563321371,118.11024,,509.339518671377,492.055988051827,118.11024,
31,29,0.0,0.0,,,448.892136404459,564.436359215726,157.366146768,,388.444754137541,636.816730379624,118.11024,
44,1,0.0,0.0,,,-755.916629981929,-13.8894938716895,236.22048,,-867.495954428823,115.327796739861,236.22048,
22,36,0.0,0.0,,wallup,911.7361602892,103.37704051214,215.933077776,,932.529827905586,103.335147933265,207.279534192,
147,16,0.0,0.0,,wallup,-172.306062173354,173.027743532513,164.05512336,,-160.790180350421,182.985355782074,153.775595472,
130,14,0.0,0.0,,wallup,-278.242003940147,-103.561711736695,140.830713168,,-231.366012703735,-63.0852437275631,141.188980896,
154,16,0.0,0.0,,,140.964309202041,-110.439540295517,124.594492176,,49.3716651214211,-186.783580711236,203.421266352,
203,26,0.0,0.0,,,-595.843996436118,-367.325998484625,150.771658368,,-510.673514837748,-293.907587462038,234.893708304,
77,6,0.0,0.0,,transition,-510.480067103727,52.2482807159186,312.04725408,,-710.987771737041,-120.888833772217,312.04725408,
54,2,0.0,0.0,,,-325.927814963511,-144.739253408658,319.259852736,,-420.489806091697,-226.389330614614,236.22048,
148,16,0.0,0.0,,wallup,-155.377415783697,153.419640106249,163.590556416,,-172.306062173354,173.027743532513,164.05512336,
173,20,0.0,0.0,,,-498.046184996353,-127.937499189284,240.00000768,,-616.545427278097,-230.263650919359,240.00000768,
51,2,0.0,0.0,,sharedconvex,-498.046184996353,-127.937499189284,240.00000768,,-509.139584335028,33.7755700058719,304.641742032,
61,3,0.0,0.0,,,-275.270900807817,292.268854074849,325.74804192,,-150.444227740555,147.708777581516,238.311031248,
137,15,0.0,0.0,,sharedconvexpeak,-196.184671643088,108.209169277543,203.586620688,,-154.205025409754,58.1023568708339,203.421266352,
49,2,0.0,0.0,,sharedconvex,-510.480067103727,52.2482807159186,312.04725408,,-511.448035804066,67.3964514024758,318.078750336,
95,9,0.0,0.0,,wallup,-325.927814963511,-144.739253408658,319.259852736,,-511.648674237932,70.3429747303302,319.259852736,
202,26,0.0,0.0,,sharedconvexpeak,-510.673514837748,-293.907587462038,234.893708304,,-297.602148588741,-541.080832058666,234.893708304,
57,3,0.0,0.0,,sharedconcave,-308.215395012682,17.2812558806061,240.00000768,,-511.648674237932,70.3429747303302,319.259852736,
178,21,0.0,0.0,,wallup,-172.306062173354,173.027743532513,236.27953512,,-277.027895176849,294.301079624097,289.582686432,
52,2,0.0,0.0,,wallup,-502.315057279156,-131.62685077726,236.22048,,-498.046184996353,-127.937499189284,240.00000768,
141,15,0.0,0.0,,sharedconcave,-216.244604083585,41.5992833614765,164.716540704,,-226.105724637274,82.3739545273433,177.236226144,
5,32,0.0,0.0,,,932.529827905586,103.335147933265,268.456701504,,894.3482725342,103.413018965471,268.456701504,
63,4,0.0,0.0,,sharedconvex,-620.758755123267,-6.05802321101577,325.74804192,,-626.750438550249,-3.83108460726382,323.181112704,
138,15,0.0,0.0,,wallup,-199.734703910904,105.145573958084,200.141738688,,-196.184671643088,108.209169277543,203.586620688,
216,27,0.0,0.0,,,-772.137231702993,-351.000662380593,117.960633696,,-639.060753256353,-238.609283530104,117.960633696,
168,19,0.0,0.0,,sharedconvexpeak,-111.320269894846,437.568999685925,289.582686432,,-277.027895176849,294.301079624097,289.582686432,
50,2,0.0,0.0,,sharedconvex,-509.139584335028,33.7755700058719,304.641742032,,-510.480067103727,52.2482807159186,312.04725408,
123,14,0.0,0.0,,,-195.790913303784,-45.9060790507881,138.000004416,,-272.79650104083,-110.091459732015,138.000004416,
152,16,0.0,0.0,,sharedconvexpeak,-154.205025409754,58.1023568708339,203.421266352,,-196.184671643088,108.209169277543,203.586620688,
121,13,0.0,0.0,,wallup,-501.585959165215,-286.076791051799,191.114179344,,-524.715279215913,-306.012467161701,180.00000576,
150,16,0.0,0.0,,wallup,-150.444227740555,147.708777581516,163.64173752,,-153.315785967502,151.035481762968,163.551186336,
167,19,0.0,0.0,,wallup,-277.027895176849,294.301079624097,289.582686432,,-381.745795705205,415.574604584089,236.27953512,
191,23,0.0,0.0,,sharedconvexpeak,-514.651368302806,-239.315086242606,165.122052528,,-562.043532986776,-183.2011672972,165.122052528,
79,6,0.0,0.0,,sharedconvex,-511.648674237932,70.3429747303302,319.259852736,,-511.448035804066,67.3964514024758,318.078750336,
196,25,0.0,0.0,,sharedconvexpeak,-237.726541943996,594.583386411185,293.106308592,,-1.21314680658697,321.031903966337,293.106308592,
84,7,0.0,0.0,,,-986.146882507849,-623.313074117179,220.267723584,,-1060.31558600709,-540.165166696636,108.842523168,
112,11,0.0,0.0,,transition,-924.53830643643,-681.381103420724,135.921264192,,-688.463018485112,-470.801696807779,135.921264192,
185,22,0.0,0.0,,,-461.400351441796,-351.68121250607,234.956700432,,-330.683758322798,-503.325158313607,234.590558688,
200,25,0.0,0.0,,sharedconcave,-87.4028337774549,246.512149874468,236.29922016,,-111.320269894846,437.568999685925,289.582686432,
201,25,0.0,0.0,,,-1.21314680658697,321.031903966337,293.106308592,,-87.4028337774549,246.512149874468,236.29922016,
193,24,0.0,0.0,,sharedconvexpeak,-1.21314680658697,321.031903966337,293.106308592,,-237.726541943996,594.583386411185,293.106308592,
174,20,0.0,0.0,,sharedconvex,-509.139584335028,33.7755700058719,304.641742032,,-498.046184996353,-127.937499189284,240.00000768,
88,8,0.0,0.0,,wallup,-924.53830643643,-681.381103420724,135.921264192,,-906.512607128296,-701.590814381153,108.842523168,
39,0,0.0,0.0,,sharedconcave,-755.916629981929,-13.8894938716895,236.22048,,-617.367355193678,-24.0656689500083,318.078750336,
24,36,0.0,0.0,,,1070.12742071335,-90.4721264641469,150.0000048,,911.732269893553,-90.4683828574182,215.933077776,
16,35,0.0,0.0,,sharedconvexpeak,911.7361602892,103.37704051214,215.933077776,,911.732269893553,-90.4683828574182,215.933077776,
19,35,0.0,0.0,,wallup,911.738222184215,140.100524426228,215.933077776,,894.425240325259,140.136158904192,208.724416128,
188,23,0.0,0.0,,wallup,-425.548334256951,-220.530767611745,125.13779928,,-478.460571589657,-266.141303810305,159.968509056,
17,35,0.0,0.0,,wallup,894.3482725342,103.413018965471,208.692920064,,911.7361602892,103.37704051214,215.933077776,
111,11,0.0,0.0,,,-688.463018485112,-470.801696807779,135.921264192,,-581.875823703875,-590.290578727263,96.000003072,
195,24,0.0,0.0,,,-151.415548610509,669.203563695471,236.22048,,84.9765401642812,395.551658058206,236.29922016,
1,31,0.0,0.0,,sharedconvex,912.746265727316,121.737976842667,274.563000912,,894.3482725342,103.413018965471,268.456701504,
182,22,0.0,0.0,,,-411.346498519856,-572.857492706931,226.20079464,,-570.76819856177,-387.918411153685,226.20079464,
165,18,0.0,0.0,,,-420.489806091697,-226.389330614614,150.814965456,,-212.427734515232,-467.66223216767,150.771658368,
115,12,0.0,0.0,,wallup,-478.460571589657,-266.141303810305,180.00000576,,-501.585959165215,-286.076791051799,191.114179344,
198,25,0.0,0.0,,,-297.194378757834,488.915984696383,236.22048,,-324.037346409075,519.959276651759,236.22048,
213,27,0.0,0.0,,wallup,-732.865849342313,-395.025670303531,152.28346944,,-772.137231702993,-351.000662380593,117.960633696,
89,8,0.0,0.0,,transition,-688.463018485112,-470.801696807779,135.921264192,,-924.53830643643,-681.381103420724,135.921264192,
25,36,0.0,0.0,,,1070.13504346191,335.711851762903,150.0000048,,1070.12742071335,-90.4721264641469,150.0000048,
187,23,0.0,0.0,,wallup,-478.460571589657,-266.141303810305,159.968509056,,-507.652826408595,-233.125765236557,160.464572064,
215,27,0.0,0.0,,sharedconcave,-639.060753256353,-238.609283530104,117.960633696,,-548.418163756402,-239.241968724892,152.28346944,
62,3,0.0,0.0,,sharedconvex,-520.154871907669,80.1982261737435,325.74804192,,-275.270900807817,292.268854074849,325.74804192,
101,10,0.0,0.0,,sharedconcave,-548.418163756402,-239.241968724892,152.28346944,,-639.060753256353,-238.609283530104,117.960633696,
145,16,0.0,0.0,,sharedconcave,-70.9296357274742,75.4519131461329,153.751973424,,-53.2998882743887,54.0486047273451,153.763784448,
12,34,0.0,0.0,,sharedconvexpeak,914.20487002839,121.733141126381,274.563000912,,912.746265727316,121.737976842667,274.563000912,
87,8,0.0,0.0,,,-906.512607128296,-701.590814381153,108.842523168,,-911.974057665064,-706.464725144452,108.842523168,
128,14,0.0,0.0,,wallup,-303.946522729879,20.9706074685821,178.125989952,,-292.331607316294,30.9999823741353,178.212604128,
70,5,0.0,0.0,,sharedconcave,-628.904329116377,218.774647126071,245.401582656,,-626.750438550249,-3.83108460726382,323.181112704,
157,17,0.0,0.0,,transition,-70.9296357274742,75.4519131461329,153.751973424,,-160.790180350421,182.985355782074,153.775595472,
58,3,0.0,0.0,,,-292.331607316294,30.9999823741353,240.00000768,,-308.215395012682,17.2812558806061,240.00000768,
172,20,0.0,0.0,,,-616.545427278097,-230.263650919359,240.00000768,,-710.987771737041,-120.888833772217,312.04725408,
6,32,0.0,0.0,,sharedconvex,914.20487002839,121.733141126381,274.563000912,,932.529827905586,103.335147933265,268.456701504,
180,22,0.0,0.0,,,-556.627967198182,-375.729971372613,227.73622776,,-490.105458364712,-318.38607676036,234.590558688,
32,29,0.0,0.0,,sharedconvexpeak,631.112470909755,716.616934485269,157.366146768,,448.892136404459,564.436359215726,157.366146768,
175,21,0.0,0.0,,,-87.4028337774549,246.512149874468,236.29922016,,-172.306062173354,173.027743532513,236.27953512,
218,28,0.0,0.0,,,-562.957579267034,-328.715708399625,117.960633696,,-693.598588325181,-439.04693461974,117.960633696,
220,28,0.0,0.0,,sharedconvexpeak,-732.865849342313,-395.025670303531,152.28346944,,-548.418163756402,-239.241968724892,152.28346944,
60,3,0.0,0.0,,,-150.444227740555,147.708777581516,238.311031248,,-289.4559277458,27.6695345859545,238.311031248,
122,14,0.0,0.0,,,-272.79650104083,-110.091459732015,138.000004416,,-278.242003940147,-103.561711736695,140.830713168,
23,36,0.0,0.0,,sharedconvexpeak,911.732269893553,-90.4683828574182,215.933077776,,911.7361602892,103.37704051214,215.933077776,
29,36,0.0,0.0,,wallup,932.529827905586,103.335147933265,207.279534192,,932.606795696644,140.058287871986,207.248038128,
34,30,0.0,0.0,,,631.112470909755,716.616934485269,157.366146768,,691.559853176673,644.236563321371,118.11024,
55,2,0.0,0.0,,sharedconvex,-511.648674237932,70.3429747303302,319.259852736,,-325.927814963511,-144.739253408658,319.259852736,
205,26,0.0,0.0,,,-297.602148588741,-541.080832058666,234.893708304,,-382.772441318702,-614.503175556392,150.771658368,
197,25,0.0,0.0,,,-324.037346409075,519.959276651759,236.22048,,-237.726541943996,594.583386411185,293.106308592,
71,5,0.0,0.0,,,-679.643989164278,277.538115355145,245.401582656,,-628.904329116377,218.774647126071,245.401582656,
156,17,0.0,0.0,,wallup,-160.790180350421,182.985355782074,153.775595472,,-70.827510762191,260.768607236192,144.000004608,
184,22,0.0,0.0,,,-330.683758322798,-503.325158313607,234.590558688,,-395.310133528149,-559.032899598574,227.940952176,
74,6,0.0,0.0,,sharedconvex,-617.367355193678,-24.0656689500083,318.078750336,,-620.758755123267,-6.05802321101577,325.74804192,
73,6,0.0,0.0,,sharedconvexpeak,-620.758755123267,-6.05802321101577,325.74804192,,-520.154871907669,80.1982261737435,325.74804192,
83,7,0.0,0.0,,,-1060.31558600709,-540.165166696636,108.842523168,,-805.863989989649,-313.189259733158,108.842523168,
27,36,0.0,0.0,,sharedconvexpeak,911.738222184215,140.100524426228,215.933077776,,911.739892642112,335.715595369632,215.933077776,
142,16,0.0,0.0,,,-4.87253290464719,64.5216432688662,124.594492176,,140.964309202041,-110.439540295517,124.594492176,
64,4,0.0,0.0,,sharedconvexpeak,-520.154871907669,80.1982261737435,325.74804192,,-620.758755123267,-6.05802321101577,325.74804192,
47,1,0.0,0.0,,sharedconvex,-626.750438550249,-3.83108460726382,323.181112704,,-620.758755123267,-6.05802321101577,325.74804192,
217,28,0.0,0.0,,wallup,-693.598588325181,-439.04693461974,117.960633696,,-732.865849342313,-395.025670303531,152.28346944,
108,10,0.0,0.0,,wallup,-616.545427278097,-230.263650919359,129.220476576,,-562.043532986776,-183.2011672972,165.122052528,
